periodid,category,group,measure,value,ct_cust,date,value_jan2020,percent_change,name,liquidity
202001,Checking account balance,Employed,mean,5988.703763237119,77286,2020-01-01,5988.703763237119,0,Checking account balance,High Prepandemic Liquidity
202001,Checking account balance,Employed,median,3554.72696698056,77286,2020-01-01,3554.72696698056,0,Checking account balance,High Prepandemic Liquidity
202001,Checking account balance,Unemployed,mean,5537.005801149097,3094,2020-01-01,5537.005801149097,0,Checking account balance,High Prepandemic Liquidity
202001,Checking account balance,Unemployed,median,3146.4020260057205,3094,2020-01-01,3146.4020260057205,0,Checking account balance,High Prepandemic Liquidity
202001,Income,Employed,mean,5638.715585548314,77286,2020-01-01,5638.715585548314,0,Income,High Prepandemic Liquidity
202001,Income,Employed,median,4517.823198744961,77286,2020-01-01,4517.823198744961,0,Income,High Prepandemic Liquidity
202001,Income,Unemployed,mean,5535.573607437212,3094,2020-01-01,5535.573607437212,0,Income,High Prepandemic Liquidity
202001,Income,Unemployed,median,4418.926637643963,3094,2020-01-01,4418.926637643963,0,Income,High Prepandemic Liquidity
202001,Spending (card and cash),Employed,mean,2077.1082330490813,77286,2020-01-01,2077.1082330490813,0,Spending (card and cash),High Prepandemic Liquidity
202001,Spending (card and cash),Employed,median,1707.6030978040394,77286,2020-01-01,1707.6030978040394,0,Spending (card and cash),High Prepandemic Liquidity
202001,Spending (card and cash),Unemployed,mean,2112.494391944918,3094,2020-01-01,2112.494391944918,0,Spending (card and cash),High Prepandemic Liquidity
202001,Spending (card and cash),Unemployed,median,1735.6688599118752,3094,2020-01-01,1735.6688599118752,0,Spending (card and cash),High Prepandemic Liquidity
202001,Spending (total),Employed,mean,4031.1357955514472,77286,2020-01-01,4031.1357955514472,0,Spending (total),High Prepandemic Liquidity
202001,Spending (total),Employed,median,3245.2620792526527,77286,2020-01-01,3245.2620792526527,0,Spending (total),High Prepandemic Liquidity
202001,Spending (total),Unemployed,mean,4071.806458017828,3094,2020-01-01,4071.806458017828,0,Spending (total),High Prepandemic Liquidity
202001,Spending (total),Unemployed,median,3286.9501779212305,3094,2020-01-01,3286.9501779212305,0,Spending (total),High Prepandemic Liquidity
202002,Checking account balance,Employed,mean,6325.3341554018225,77285,2020-02-01,5988.703763237119,0.0562108939552457,Checking account balance,High Prepandemic Liquidity
202002,Checking account balance,Employed,median,3977.5792236354296,77285,2020-02-01,3554.72696698056,0.11895491850223494,Checking account balance,High Prepandemic Liquidity
202002,Checking account balance,Unemployed,mean,5804.832279614545,3094,2020-02-01,5537.005801149097,0.04837027232477631,Checking account balance,High Prepandemic Liquidity
202002,Checking account balance,Unemployed,median,3523.776709220964,3094,2020-02-01,3146.4020260057205,0.11993848214441671,Checking account balance,High Prepandemic Liquidity
202002,Income,Employed,mean,5614.397718451833,77285,2020-02-01,5638.715585548314,-0.004312660698618465,Income,High Prepandemic Liquidity
202002,Income,Employed,median,4454.524855081326,77285,2020-02-01,4517.823198744961,-0.014010805841454643,Income,High Prepandemic Liquidity
202002,Income,Unemployed,mean,5491.461454725689,3094,2020-02-01,5535.573607437212,-0.00796884945261267,Income,High Prepandemic Liquidity
202002,Income,Unemployed,median,4385.473341423088,3094,2020-02-01,4418.926637643963,-0.0075704574807585745,Income,High Prepandemic Liquidity
202002,Spending (card and cash),Employed,mean,2042.2917070573794,77285,2020-02-01,2077.1082330490813,-0.01676201819324219,Spending (card and cash),High Prepandemic Liquidity
202002,Spending (card and cash),Employed,median,1665.9039776868628,77285,2020-02-01,1707.6030978040394,-0.024419679356872392,Spending (card and cash),High Prepandemic Liquidity
202002,Spending (card and cash),Unemployed,mean,2014.9207297924358,3094,2020-02-01,2112.494391944918,-0.046188838429364276,Spending (card and cash),High Prepandemic Liquidity
202002,Spending (card and cash),Unemployed,median,1611.987007897012,3094,2020-02-01,1735.6688599118752,-0.07125889901668392,Spending (card and cash),High Prepandemic Liquidity
202002,Spending (total),Employed,mean,3884.254791443909,77285,2020-02-01,4031.1357955514472,-0.03643663016007259,Spending (total),High Prepandemic Liquidity
202002,Spending (total),Employed,median,3138.2106782391115,77285,2020-02-01,3245.2620792526527,-0.03298698175963466,Spending (total),High Prepandemic Liquidity
202002,Spending (total),Unemployed,mean,3807.410093994084,3094,2020-02-01,4071.806458017828,-0.06493343108268779,Spending (total),High Prepandemic Liquidity
202002,Spending (total),Unemployed,median,3042.320513905756,3094,2020-02-01,3286.9501779212305,-0.07442451232107994,Spending (total),High Prepandemic Liquidity
202003,Checking account balance,Employed,mean,6272.218873886184,77285,2020-03-01,5988.703763237119,0.04734164885387715,Checking account balance,High Prepandemic Liquidity
202003,Checking account balance,Employed,median,3864.110616313084,77285,2020-03-01,3554.72696698056,0.08703443392596744,Checking account balance,High Prepandemic Liquidity
202003,Checking account balance,Unemployed,mean,5976.0087775328175,3094,2020-03-01,5537.005801149097,0.07928526574644623,Checking account balance,High Prepandemic Liquidity
202003,Checking account balance,Unemployed,median,3591.0770330127903,3094,2020-03-01,3146.4020260057205,0.14132809581602435,Checking account balance,High Prepandemic Liquidity
202003,Income,Employed,mean,5781.494045450371,77285,2020-03-01,5638.715585548314,0.025321096220563,Income,High Prepandemic Liquidity
202003,Income,Employed,median,4516.228369056972,77285,2020-03-01,4517.823198744961,-3.53008433006341e-4,Income,High Prepandemic Liquidity
202003,Income,Unemployed,mean,5612.187867503035,3094,2020-03-01,5535.573607437212,0.013840347089394633,Income,High Prepandemic Liquidity
202003,Income,Unemployed,median,4392.749707863351,3094,2020-03-01,4418.926637643963,-0.005923820856769901,Income,High Prepandemic Liquidity
202003,Spending (card and cash),Employed,mean,2133.598219592646,77285,2020-03-01,2077.1082330490813,0.027196457866155654,Spending (card and cash),High Prepandemic Liquidity
202003,Spending (card and cash),Employed,median,1752.0164569368308,77285,2020-03-01,1707.6030978040394,0.026009181635888723,Spending (card and cash),High Prepandemic Liquidity
202003,Spending (card and cash),Unemployed,mean,2042.6278003579162,3094,2020-03-01,2112.494391944918,-0.03307303056207278,Spending (card and cash),High Prepandemic Liquidity
202003,Spending (card and cash),Unemployed,median,1622.6072483658177,3094,2020-03-01,1735.6688599118752,-0.06514008181940767,Spending (card and cash),High Prepandemic Liquidity
202003,Spending (total),Employed,mean,4165.159113683757,77285,2020-03-01,4031.1357955514472,0.03324703630183112,Spending (total),High Prepandemic Liquidity
202003,Spending (total),Employed,median,3387.1408767013954,77285,2020-03-01,3245.2620792526527,0.043718748743218905,Spending (total),High Prepandemic Liquidity
202003,Spending (total),Unemployed,mean,4024.031644939123,3094,2020-03-01,4071.806458017828,-0.011733075619208555,Spending (total),High Prepandemic Liquidity
202003,Spending (total),Unemployed,median,3195.3858999621657,3094,2020-03-01,3286.9501779212305,-0.02785691081480668,Spending (total),High Prepandemic Liquidity
202004,Checking account balance,Employed,mean,6963.809538500175,77285,2020-04-01,5988.703763237119,0.1628241792905072,Checking account balance,High Prepandemic Liquidity
202004,Checking account balance,Employed,median,4809.45506711429,77285,2020-04-01,3554.72696698056,0.3529745355378209,Checking account balance,High Prepandemic Liquidity
202004,Checking account balance,Unemployed,mean,7658.008294527777,3094,2020-04-01,5537.005801149097,0.3830594674360839,Checking account balance,High Prepandemic Liquidity
202004,Checking account balance,Unemployed,median,5842.419456672933,3094,2020-04-01,3146.4020260057205,0.8568572637520642,Checking account balance,High Prepandemic Liquidity
202004,Income,Employed,mean,6260.335654474601,77285,2020-04-01,5638.715585548314,0.11024142989574814,Income,High Prepandemic Liquidity
202004,Income,Employed,median,5337.721859941685,77285,2020-04-01,4517.823198744961,0.18148090908570524,Income,High Prepandemic Liquidity
202004,Income,Unemployed,mean,7517.488003097435,3094,2020-04-01,5535.573607437212,0.35803234428993247,Income,High Prepandemic Liquidity
202004,Income,Unemployed,median,6633.748226809721,3094,2020-04-01,4418.926637643963,0.5012125728221262,Income,High Prepandemic Liquidity
202004,Spending (card and cash),Employed,mean,1691.8329184016154,77285,2020-04-01,2077.1082330490813,-0.18548639330262673,Spending (card and cash),High Prepandemic Liquidity
202004,Spending (card and cash),Employed,median,1343.594572068273,77285,2020-04-01,1707.6030978040394,-0.21316928166965599,Spending (card and cash),High Prepandemic Liquidity
202004,Spending (card and cash),Unemployed,mean,1675.0151719545404,3094,2020-04-01,2112.494391944918,-0.20709130479044813,Spending (card and cash),High Prepandemic Liquidity
202004,Spending (card and cash),Unemployed,median,1234.9537892706137,3094,2020-04-01,1735.6688599118752,-0.2884853684974703,Spending (card and cash),High Prepandemic Liquidity
202004,Spending (total),Employed,mean,3569.7037794935995,77285,2020-04-01,4031.1357955514472,-0.11446699874686939,Spending (total),High Prepandemic Liquidity
202004,Spending (total),Employed,median,2895.362353138167,77285,2020-04-01,3245.2620792526527,-0.10781863454154794,Spending (total),High Prepandemic Liquidity
202004,Spending (total),Unemployed,mean,3499.711852438882,3094,2020-04-01,4071.806458017828,-0.14050142399387122,Spending (total),High Prepandemic Liquidity
202004,Spending (total),Unemployed,median,2797.5760671361827,3094,2020-04-01,3286.9501779212305,-0.14888394538871386,Spending (total),High Prepandemic Liquidity
202005,Checking account balance,Employed,mean,7275.628301594023,77284,2020-05-01,5988.703763237119,0.21489200154747223,Checking account balance,High Prepandemic Liquidity
202005,Checking account balance,Employed,median,5117.313353352019,77284,2020-05-01,3554.72696698056,0.43957986109373226,Checking account balance,High Prepandemic Liquidity
202005,Checking account balance,Unemployed,mean,8132.955416392638,3094,2020-05-01,5537.005801149097,0.4688363546060945,Checking account balance,High Prepandemic Liquidity
202005,Checking account balance,Unemployed,median,6393.81462691956,3094,2020-05-01,3146.4020260057205,1.032103518264114,Checking account balance,High Prepandemic Liquidity
202005,Income,Employed,mean,5607.26003591281,77284,2020-05-01,5638.715585548314,-0.005578495520526472,Income,High Prepandemic Liquidity
202005,Income,Employed,median,4601.65189072409,77284,2020-05-01,4517.823198744961,0.018555106805068444,Income,High Prepandemic Liquidity
202005,Income,Unemployed,mean,6337.318594254908,3094,2020-05-01,5535.573607437212,0.14483503312836943,Income,High Prepandemic Liquidity
202005,Income,Unemployed,median,5225.592171814484,3094,2020-05-01,4418.926637643963,0.18254784483152453,Income,High Prepandemic Liquidity
202005,Spending (card and cash),Employed,mean,1938.528496139728,77284,2020-05-01,2077.1082330490813,-0.06671762920410063,Spending (card and cash),High Prepandemic Liquidity
202005,Spending (card and cash),Employed,median,1570.4136409107884,77284,2020-05-01,1707.6030978040394,-0.0803403654336744,Spending (card and cash),High Prepandemic Liquidity
202005,Spending (card and cash),Unemployed,mean,2077.2510780507064,3094,2020-05-01,2112.494391944918,-0.016683269801139655,Spending (card and cash),High Prepandemic Liquidity
202005,Spending (card and cash),Unemployed,median,1651.5050734494014,3094,2020-05-01,1735.6688599118752,-0.04849069336114442,Spending (card and cash),High Prepandemic Liquidity
202005,Spending (total),Employed,mean,3733.6025132690443,77284,2020-05-01,4031.1357955514472,-0.07380879666984808,Spending (total),High Prepandemic Liquidity
202005,Spending (total),Employed,median,3052.2939305321124,77284,2020-05-01,3245.2620792526527,-0.05946149925893773,Spending (total),High Prepandemic Liquidity
202005,Spending (total),Unemployed,mean,3865.039388448006,3094,2020-05-01,4071.806458017828,-0.05078018115587868,Spending (total),High Prepandemic Liquidity
202005,Spending (total),Unemployed,median,3210.0860563968213,3094,2020-05-01,3286.9501779212305,-0.023384632368544267,Spending (total),High Prepandemic Liquidity
202006,Checking account balance,Employed,mean,6969.991209059012,77285,2020-06-01,5988.703763237119,0.1638564010872814,Checking account balance,High Prepandemic Liquidity
202006,Checking account balance,Employed,median,4659.262433380882,77285,2020-06-01,3554.72696698056,0.31072301098234023,Checking account balance,High Prepandemic Liquidity
202006,Checking account balance,Unemployed,mean,8305.277202967947,3094,2020-06-01,5537.005801149097,0.4999581906243171,Checking account balance,High Prepandemic Liquidity
202006,Checking account balance,Unemployed,median,6774.39108298765,3094,2020-06-01,3146.4020260057205,1.15305959854964,Checking account balance,High Prepandemic Liquidity
202006,Income,Employed,mean,5191.907557497901,77285,2020-06-01,5638.715585548314,-0.0792393269835342,Income,High Prepandemic Liquidity
202006,Income,Employed,median,4133.073655787713,77285,2020-06-01,4517.823198744961,-0.08516259402628479,Income,High Prepandemic Liquidity
202006,Income,Unemployed,mean,6509.701901341931,3094,2020-06-01,5535.573607437212,0.1759760348224706,Income,High Prepandemic Liquidity
202006,Income,Unemployed,median,5330.092631161721,3094,2020-06-01,4418.926637643963,0.20619622551678396,Income,High Prepandemic Liquidity
202006,Spending (card and cash),Employed,mean,1984.888358775376,77285,2020-06-01,2077.1082330490813,-0.04439820362096947,Spending (card and cash),High Prepandemic Liquidity
202006,Spending (card and cash),Employed,median,1613.5972823793443,77285,2020-06-01,1707.6030978040394,-0.055051326356567065,Spending (card and cash),High Prepandemic Liquidity
202006,Spending (card and cash),Unemployed,mean,2181.1675058331757,3094,2020-06-01,2112.494391944918,0.03250806920487603,Spending (card and cash),High Prepandemic Liquidity
202006,Spending (card and cash),Unemployed,median,1774.5877507077632,3094,2020-06-01,1735.6688599118752,0.022422993057479967,Spending (card and cash),High Prepandemic Liquidity
202006,Spending (total),Employed,mean,3918.819915090485,77285,2020-06-01,4031.1357955514472,-0.02786209300736231,Spending (total),High Prepandemic Liquidity
202006,Spending (total),Employed,median,3168.4507870510843,77285,2020-06-01,3245.2620792526527,-0.023668748571227027,Spending (total),High Prepandemic Liquidity
202006,Spending (total),Unemployed,mean,4192.502759974583,3094,2020-06-01,4071.806458017828,0.029641954547984684,Spending (total),High Prepandemic Liquidity
202006,Spending (total),Unemployed,median,3582.0436827804388,3094,2020-06-01,3286.9501779212305,0.08977729776416465,Spending (total),High Prepandemic Liquidity
202007,Checking account balance,Employed,mean,7210.43901563175,77284,2020-07-01,5988.703763237119,0.2040066265916345,Checking account balance,High Prepandemic Liquidity
202007,Checking account balance,Employed,median,4925.336964395256,77284,2020-07-01,3554.72696698056,0.38557391612524117,Checking account balance,High Prepandemic Liquidity
202007,Checking account balance,Unemployed,mean,8745.426994714366,3094,2020-07-01,5537.005801149097,0.5794505746949774,Checking account balance,High Prepandemic Liquidity
202007,Checking account balance,Unemployed,median,7093.52365297012,3094,2020-07-01,3146.4020260057205,1.2544873777541938,Checking account balance,High Prepandemic Liquidity
202007,Income,Employed,mean,5907.4690299383265,77284,2020-07-01,5638.715585548314,0.04766217418002272,Income,High Prepandemic Liquidity
202007,Income,Employed,median,4801.2232453824045,77284,2020-07-01,4517.823198744961,0.06272933538350323,Income,High Prepandemic Liquidity
202007,Income,Unemployed,mean,6948.670057901099,3094,2020-07-01,5535.573607437212,0.2552755234914319,Income,High Prepandemic Liquidity
202007,Income,Unemployed,median,5765.19545084929,3094,2020-07-01,4418.926637643963,0.3046596885625412,Income,High Prepandemic Liquidity
202007,Spending (card and cash),Employed,mean,2076.400716315963,77284,2020-07-01,2077.1082330490813,-3.406258382980809e-4,Spending (card and cash),High Prepandemic Liquidity
202007,Spending (card and cash),Employed,median,1701.9496882408278,77284,2020-07-01,1707.6030978040394,-0.0033107281021461654,Spending (card and cash),High Prepandemic Liquidity
202007,Spending (card and cash),Unemployed,mean,2315.904840851411,3094,2020-07-01,2112.494391944918,0.09628922551563246,Spending (card and cash),High Prepandemic Liquidity
202007,Spending (card and cash),Unemployed,median,1919.1646818368706,3094,2020-07-01,1735.6688599118752,0.10572052432530943,Spending (card and cash),High Prepandemic Liquidity
202007,Spending (total),Employed,mean,4115.206120547482,77284,2020-07-01,4031.1357955514472,0.020855245087206153,Spending (total),High Prepandemic Liquidity
202007,Spending (total),Employed,median,3323.1258407206014,77284,2020-07-01,3245.2620792526527,0.02399305805399843,Spending (total),High Prepandemic Liquidity
202007,Spending (total),Unemployed,mean,4389.653483162233,3094,2020-07-01,4071.806458017828,0.07806044526466382,Spending (total),High Prepandemic Liquidity
202007,Spending (total),Unemployed,median,3684.1607012157533,3094,2020-07-01,3286.9501779212305,0.12084470460265107,Spending (total),High Prepandemic Liquidity
202008,Checking account balance,Employed,mean,6889.036642111776,77283,2020-08-01,5988.703763237119,0.15033852307097462,Checking account balance,High Prepandemic Liquidity
202008,Checking account balance,Employed,median,4489.624567247636,77283,2020-08-01,3554.72696698056,0.26300124002524794,Checking account balance,High Prepandemic Liquidity
202008,Checking account balance,Unemployed,mean,7937.4903173302955,3094,2020-08-01,5537.005801149097,0.433534766332198,Checking account balance,High Prepandemic Liquidity
202008,Checking account balance,Unemployed,median,5993.440095721409,3094,2020-08-01,3146.4020260057205,0.9048551476207678,Checking account balance,High Prepandemic Liquidity
202008,Income,Employed,mean,5105.410265004233,77283,2020-08-01,5638.715585548314,-0.09457921976254846,Income,High Prepandemic Liquidity
202008,Income,Employed,median,4021.059508628799,77283,2020-08-01,4517.823198744961,-0.10995642553125173,Income,High Prepandemic Liquidity
202008,Income,Unemployed,mean,4316.863774208142,3094,2020-08-01,5535.573607437212,-0.2201596292734137,Income,High Prepandemic Liquidity
202008,Income,Unemployed,median,3025.3431870710483,3094,2020-08-01,4418.926637643963,-0.3153669578266478,Income,High Prepandemic Liquidity
202008,Spending (card and cash),Employed,mean,2102.1746159892195,77283,2020-08-01,2077.1082330490813,0.01206792334713458,Spending (card and cash),High Prepandemic Liquidity
202008,Spending (card and cash),Employed,median,1718.2067193168407,77283,2020-08-01,1707.6030978040394,0.006209652305291247,Spending (card and cash),High Prepandemic Liquidity
202008,Spending (card and cash),Unemployed,mean,2136.644173433674,3094,2020-08-01,2112.494391944918,0.011431879573664538,Spending (card and cash),High Prepandemic Liquidity
202008,Spending (card and cash),Unemployed,median,1722.7661242619463,3094,2020-08-01,1735.6688599118752,-0.007433869413652983,Spending (card and cash),High Prepandemic Liquidity
202008,Spending (total),Employed,mean,4008.414707374673,77283,2020-08-01,4031.1357955514472,-0.005636398605536441,Spending (total),High Prepandemic Liquidity
202008,Spending (total),Employed,median,3272.906820584944,77283,2020-08-01,3245.2620792526527,0.008518492700182012,Spending (total),High Prepandemic Liquidity
202008,Spending (total),Unemployed,mean,4013.893934855934,3094,2020-08-01,4071.806458017828,-0.014222808416607835,Spending (total),High Prepandemic Liquidity
202008,Spending (total),Unemployed,median,3292.1177504645943,3094,2020-08-01,3286.9501779212305,0.0015721481201860232,Spending (total),High Prepandemic Liquidity
202009,Checking account balance,Employed,mean,6778.179862071879,77284,2020-09-01,5988.703763237119,0.13182754232745997,Checking account balance,High Prepandemic Liquidity
202009,Checking account balance,Employed,median,4321.929272659929,77284,2020-09-01,3554.72696698056,0.21582594466630511,Checking account balance,High Prepandemic Liquidity
202009,Checking account balance,Unemployed,mean,8105.8387867921665,3094,2020-09-01,5537.005801149097,0.4639390092583897,Checking account balance,High Prepandemic Liquidity
202009,Checking account balance,Unemployed,median,6124.928468632374,3094,2020-09-01,3146.4020260057205,0.9466452214333902,Checking account balance,High Prepandemic Liquidity
202009,Income,Employed,mean,5233.7224296795985,77284,2020-09-01,5638.715585548314,-0.07182365376020894,Income,High Prepandemic Liquidity
202009,Income,Employed,median,4168.280225166941,77284,2020-09-01,4517.823198744961,-0.07736977703667602,Income,High Prepandemic Liquidity
202009,Income,Unemployed,mean,5696.020539054761,3094,2020-09-01,5535.573607437212,0.028984698424384447,Income,High Prepandemic Liquidity
202009,Income,Unemployed,median,4491.128791075889,3094,2020-09-01,4418.926637643963,0.016339296700889072,Income,High Prepandemic Liquidity
202009,Spending (card and cash),Employed,mean,2022.72975604076,77284,2020-09-01,2077.1082330490813,-0.02617989575271029,Spending (card and cash),High Prepandemic Liquidity
202009,Spending (card and cash),Employed,median,1648.9517803223196,77284,2020-09-01,1707.6030978040394,-0.034347160389404774,Spending (card and cash),High Prepandemic Liquidity
202009,Spending (card and cash),Unemployed,mean,2119.732293772639,3094,2020-09-01,2112.494391944918,0.0034262348128921705,Spending (card and cash),High Prepandemic Liquidity
202009,Spending (card and cash),Unemployed,median,1748.9607683520535,3094,2020-09-01,1735.6688599118752,0.007658090058061617,Spending (card and cash),High Prepandemic Liquidity
202009,Spending (total),Employed,mean,3955.852584954545,77284,2020-09-01,4031.1357955514472,-0.01867543402531391,Spending (total),High Prepandemic Liquidity
202009,Spending (total),Employed,median,3193.8908605690413,77284,2020-09-01,3245.2620792526527,-0.01582960556931101,Spending (total),High Prepandemic Liquidity
202009,Spending (total),Unemployed,mean,4064.7925010524054,3094,2020-09-01,4071.806458017828,-0.0017225663935012125,Spending (total),High Prepandemic Liquidity
202009,Spending (total),Unemployed,median,3378.291663098599,3094,2020-09-01,3286.9501779212305,0.027789129811251367,Spending (total),High Prepandemic Liquidity
202010,Checking account balance,Employed,mean,7143.65264391527,77283,2020-10-01,5988.703763237119,0.1928545685909595,Checking account balance,High Prepandemic Liquidity
202010,Checking account balance,Employed,median,4757.902723735206,77283,2020-10-01,3554.72696698056,0.3384720592976067,Checking account balance,High Prepandemic Liquidity
202010,Checking account balance,Unemployed,mean,7760.747326677605,3094,2020-10-01,5537.005801149097,0.4016144474811665,Checking account balance,High Prepandemic Liquidity
202010,Checking account balance,Unemployed,median,5635.097244296318,3094,2020-10-01,3146.4020260057205,0.7909654258168448,Checking account balance,High Prepandemic Liquidity
202010,Income,Employed,mean,5859.745174254502,77283,2020-10-01,5638.715585548314,0.03919857019791406,Income,High Prepandemic Liquidity
202010,Income,Employed,median,4765.291336312158,77283,2020-10-01,4517.823198744961,0.05477596769079929,Income,High Prepandemic Liquidity
202010,Income,Unemployed,mean,4703.445897815636,3094,2020-10-01,5535.573607437212,-0.1503236644714807,Income,High Prepandemic Liquidity
202010,Income,Unemployed,median,3360.8601661170983,3094,2020-10-01,4418.926637643963,-0.23943970069867315,Income,High Prepandemic Liquidity
202010,Spending (card and cash),Employed,mean,2110.8750088313454,77283,2020-10-01,2077.1082330490813,0.016256627962374592,Spending (card and cash),High Prepandemic Liquidity
202010,Spending (card and cash),Employed,median,1743.8175088087767,77283,2020-10-01,1707.6030978040394,0.02120774496796618,Spending (card and cash),High Prepandemic Liquidity
202010,Spending (card and cash),Unemployed,mean,2073.9271918621553,3094,2020-10-01,2112.494391944918,-0.018256711227173872,Spending (card and cash),High Prepandemic Liquidity
202010,Spending (card and cash),Unemployed,median,1675.4092358573803,3094,2020-10-01,1735.6688599118752,-0.03471838750252998,Spending (card and cash),High Prepandemic Liquidity
202010,Spending (total),Employed,mean,4030.8767691316625,77283,2020-10-01,4031.1357955514472,-6.425643613161558e-5,Spending (total),High Prepandemic Liquidity
202010,Spending (total),Employed,median,3277.967074175175,77283,2020-10-01,3245.2620792526527,0.01007776694881124,Spending (total),High Prepandemic Liquidity
202010,Spending (total),Unemployed,mean,3914.378289087772,3094,2020-10-01,4071.806458017828,-0.03866297933195295,Spending (total),High Prepandemic Liquidity
202010,Spending (total),Unemployed,median,3162.2684354059875,3094,2020-10-01,3286.9501779212305,-0.03793234937138468,Spending (total),High Prepandemic Liquidity
202011,Checking account balance,Employed,mean,6903.37139046218,77283,2020-11-01,5988.703763237119,0.15273215430022336,Checking account balance,High Prepandemic Liquidity
202011,Checking account balance,Employed,median,4369.572959900637,77283,2020-11-01,3554.72696698056,0.229228855124201,Checking account balance,High Prepandemic Liquidity
202011,Checking account balance,Unemployed,mean,7333.2251946148335,3094,2020-11-01,5537.005801149097,0.32440265695458836,Checking account balance,High Prepandemic Liquidity
202011,Checking account balance,Unemployed,median,4857.486931321685,3094,2020-11-01,3146.4020260057205,0.5438227191482408,Checking account balance,High Prepandemic Liquidity
202011,Income,Employed,mean,5188.094762067596,77283,2020-11-01,5638.715585548314,-0.07991550853099094,Income,High Prepandemic Liquidity
202011,Income,Employed,median,4096.778582741965,77283,2020-11-01,4517.823198744961,-0.09319634644400454,Income,High Prepandemic Liquidity
202011,Income,Unemployed,mean,4220.583784020428,3094,2020-11-01,5535.573607437212,-0.237552585634496,Income,High Prepandemic Liquidity
202011,Income,Unemployed,median,2984.9350023112115,3094,2020-11-01,4418.926637643963,-0.3245113017077179,Income,High Prepandemic Liquidity
202011,Spending (card and cash),Employed,mean,2074.87842324906,77283,2020-11-01,2077.1082330490813,-0.0010735164227567706,Spending (card and cash),High Prepandemic Liquidity
202011,Spending (card and cash),Employed,median,1710.036964705446,77283,2020-11-01,1707.6030978040394,0.0014253118330229686,Spending (card and cash),High Prepandemic Liquidity
202011,Spending (card and cash),Unemployed,mean,1932.6280256956336,3094,2020-11-01,2112.494391944918,-0.0851440680435066,Spending (card and cash),High Prepandemic Liquidity
202011,Spending (card and cash),Unemployed,median,1498.932334785211,3094,2020-11-01,1735.6688599118752,-0.1363949832796355,Spending (card and cash),High Prepandemic Liquidity
202011,Spending (total),Employed,mean,4009.73483834693,77283,2020-11-01,4031.1357955514472,-0.005308914978288337,Spending (total),High Prepandemic Liquidity
202011,Spending (total),Employed,median,3259.5355649819767,77283,2020-11-01,3245.2620792526527,0.004398253632757809,Spending (total),High Prepandemic Liquidity
202011,Spending (total),Unemployed,mean,3725.654302810316,3094,2020-11-01,4071.806458017828,-0.08501193727562883,Spending (total),High Prepandemic Liquidity
202011,Spending (total),Unemployed,median,2957.702403494068,3094,2020-11-01,3286.9501779212305,-0.1001681670256982,Spending (total),High Prepandemic Liquidity
202012,Checking account balance,Employed,mean,7221.147876037775,77283,2020-12-01,5988.703763237119,0.20579480327049482,Checking account balance,High Prepandemic Liquidity
202012,Checking account balance,Employed,median,4812.316043234485,77283,2020-12-01,3554.72696698056,0.3537793726312939,Checking account balance,High Prepandemic Liquidity
202012,Checking account balance,Unemployed,mean,7306.930462755039,3094,2020-12-01,5537.005801149097,0.31965374882551667,Checking account balance,High Prepandemic Liquidity
202012,Checking account balance,Unemployed,median,4634.3050723560355,3094,2020-12-01,3146.4020260057205,0.47289031536735027,Checking account balance,High Prepandemic Liquidity
202012,Income,Employed,mean,6231.953585910826,77283,2020-12-01,5638.715585548314,0.10520800195756363,Income,High Prepandemic Liquidity
202012,Income,Employed,median,5028.20190308546,77283,2020-12-01,4517.823198744961,0.11297004815998135,Income,High Prepandemic Liquidity
202012,Income,Unemployed,mean,4930.515117730232,3094,2020-12-01,5535.573607437212,-0.10930366618087506,Income,High Prepandemic Liquidity
202012,Income,Unemployed,median,3588.632207281991,3094,2020-12-01,4418.926637643963,-0.18789504747348762,Income,High Prepandemic Liquidity
202012,Spending (card and cash),Employed,mean,2266.1417512198555,77283,2020-12-01,2077.1082330490813,0.09100802508171824,Spending (card and cash),High Prepandemic Liquidity
202012,Spending (card and cash),Employed,median,1893.0666943296753,77283,2020-12-01,1707.6030978040394,0.10861048259056227,Spending (card and cash),High Prepandemic Liquidity
202012,Spending (card and cash),Unemployed,mean,2106.2698704178624,3094,2020-12-01,2112.494391944918,-0.0029465268882085116,Spending (card and cash),High Prepandemic Liquidity
202012,Spending (card and cash),Unemployed,median,1672.297041086251,3094,2020-12-01,1735.6688599118752,-0.036511468454208273,Spending (card and cash),High Prepandemic Liquidity
202012,Spending (total),Employed,mean,4329.091881638596,77283,2020-12-01,4031.1357955514472,0.07391368120517239,Spending (total),High Prepandemic Liquidity
202012,Spending (total),Employed,median,3559.1132908726245,77283,2020-12-01,3245.2620792526527,0.0967105903792671,Spending (total),High Prepandemic Liquidity
202012,Spending (total),Unemployed,mean,3970.0895356603464,3094,2020-12-01,4071.806458017828,-0.024980785164086083,Spending (total),High Prepandemic Liquidity
202012,Spending (total),Unemployed,median,3230.3102054170913,3094,2020-12-01,3286.9501779212305,-0.017231770923878176,Spending (total),High Prepandemic Liquidity
202101,Checking account balance,Employed,mean,7281.5241853262105,77283,2021-01-01,5988.703763237119,0.2158765023618856,Checking account balance,High Prepandemic Liquidity
202101,Checking account balance,Employed,median,4887.250887747302,77283,2021-01-01,3554.72696698056,0.37485971022371034,Checking account balance,High Prepandemic Liquidity
