st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40
MO,2/28/2022,77,110,99,7016,3434,252806,9,13,2197,7,3,145,8,1,1,3,2,67,6,0,0,1523,14157,2193247,48424,116,511,68444,0,77786,6844,0,0,0,0,0,0,0,0,634664
MO,3/31/2022,83,127,135,6747,3024,302191,2,18,2288,14,17,354,8,18,3,7,13,93,3,9,2,1100,3511,539374,75139,127,766,118167,0,218966,26473,0,0,0,0,0,0,0,0,248740
MO,4/30/2022,51,89,74,3887,1701,165795,6,17,1326,7,9,232,14,28,0,4,0,96,10,17,0,743,2211,328130,48190,124,690,104940,0,189785,12576,0,0,0,0,0,0,0,0,115928
MO,5/31/2022,39,68,64,7717,1410,153725,4,18,5099,8,4,83,7,2,1,6,2,35,4,0,0,1140,6405,975593,29886,172,1263,216768,0,144214,14054,0,0,0,0,0,0,0,0,98697
MO,6/30/2022,21,46,49,4100,1766,162438,1,15,1296,5,2,52,6,0,0,1,2,24,2,0,0,919,3487,532292,17270,176,1068,185243,0,132390,9818,1,58,7714,0,0,0,0,0,202210
MO,7/31/2022,22,33,58,3310,1666,157179,3,9,745,13,2,40,16,1,1,6,1,26,3,0,0,1676,13476,2092954,13626,170,1175,179763,0,91331,14115,0,0,0,0,0,0,0,0,138187
MO,8/31/2022,18,31,39,3084,957,82655,1,7,1545,7,1,60,6,0,0,6,1,31,6,0,0,1247,2789,455536,16554,138,814,117231,0,87322,9753,2,81,12873,0,2,81,12873,0,374946
MO,9/30/2022,13,18,18,2245,838,72841,0,1,937,10,1,29,8,2,2,2,0,13,6,2,2,722,2153,320026,9485,161,957,149842,0,111476,11822,1,1,133,0,1,1,133,0,598922
MO,10/31/2022,15,28,18,1391,724,68770,5,7,381,22,8,46,5,2,1,9,5,15,3,2,1,201,1089,150627,10133,82,567,83037,0,88728,11304,0,0,0,0,0,0,0,0,145792
MS,4/30/2020,62642,36949,25829,102566,99542,10901483,417,194,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,308151,1771050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,5/31/2020,84738,43730,46730,500477,486089,52567143,852,802,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,15961,3714132,0,0,2332,0,0,0,0,0,0,0,0,0,0,0,0
MS,6/30/2020,56619,33525,29642,375955,371540,40491063,21602,18583,0,0,0,1,0,0,0,0,0,0,0,0,0,166,503,30635,2685778,74,148,17314,0,23803,8679,0,0,0,0,0,0,0,0,0
MS,7/31/2020,29845,16778,15657,365491,362512,39788337,9687,8285,0,1,0,0,0,0,0,0,0,0,0,0,0,297,624,53611,2037136,201,331,37800,0,19124,7234,0,0,0,0,0,0,0,0,0
MS,8/31/2020,14686,8970,9355,353011,338644,37911339,68,42,11075,4060,0,42,0,0,0,53,0,0,0,0,0,59,370,81007,1619500,0,0,47288,0,0,0,0,0,0,0,0,0,0,0,0
MS,9/30/2020,12412,8141,5229,254262,252455,28797688,66,80,147,1740,0,121,0,0,0,13,0,2,0,0,0,63,389,146707,1242835,0,0,119831,0,0,0,0,0,0,0,0,0,0,0,0
MS,10/31/2020,7906,4921,3896,230105,226496,25564728,37,20,23,627,0,334,0,0,0,5,0,1,0,0,0,76,558,136956,1078244,0,0,110485,0,0,0,0,0,0,0,0,0,0,0,0
MS,11/30/2020,7600,1755,1219,229596,225595,26151360,33,15,7,136,0,2172,0,0,0,5,0,1,0,0,0,46,356,226794,1309282,1,5,124401,0,0,0,0,0,0,0,0,0,0,0,0
MS,12/31/2020,5535,3357,2547,196179,177762,20886869,1525,993,5,98,0,3433,0,0,0,36,0,1866,0,0,0,68,458,200341,1552949,0,0,182395,0,0,0,0,0,0,0,0,0,0,0,0
MS,1/31/2021,13152,3849,19834,223475,219554,25696986,5293,1382,20,716,0,498,0,0,0,285,0,228,0,0,0,93,863,2233811,1402330,0,0,143122,0,0,0,0,0,0,0,0,0,0,0,0
MS,2/28/2021,9341,2836,7348,187874,184289,21436497,3627,1022,22,1635,0,163,0,0,0,623,0,66,0,0,0,54,411,3600892,1097592,20,180,134408,0,0,0,0,0,0,0,0,0,0,0,0
MS,3/31/2021,5684,2803,6750,192230,189309,22016965,1841,861,23,1537,0,486,0,0,0,652,0,187,0,0,0,3035,19964,921860,1079179,534,1175,130024,0,0,0,0,0,0,0,0,0,0,0,0
MS,4/30/2021,6177,2266,5650,179364,177235,20662094,1714,521,4,791,0,261,0,21,0,339,0,125,0,11,0,1145,4770,541477,998053,446,894,109576,0,113679,105143,0,0,0,0,0,0,0,0,0
MS,5/31/2021,4244,1547,3591,181123,179571,21009661,970,307,13,1361,0,170,0,23,0,0,0,73,0,13,0,2692,14249,1619166,945083,333,676,750380,0,93291,63911,0,0,0,0,0,0,0,0,0
MS,6/30/2021,986,1101,1924,106369,105500,12422174,208,133,16,853,0,243,0,24,0,301,0,90,0,10,0,1286,6212,773051,540858,472,1075,118519,0,140374,57448,4,16,1696,106,4,16,1696,106,0
MS,7/31/2021,0,506,309,4210,3727,448813,0,45,66,29450,0,257,0,0,0,1427,0,107,0,0,0,45540,505970,56841786,59032,666,1441,127942,0,210253,0,629,3688,398578,424,629,3688,398578,424,0
MS,8/31/2021,0,139,81,991,863,109675,0,19,20,1445,0,954,0,87,0,637,0,405,0,38,0,1431,9569,1060133,153268,201,449,38143,0,162083,38860,90,417,46118,370,90,417,46118,370,0
MS,9/30/2021,0,54,45,915,581,69588,0,2,1,1017,0,1575,0,14,0,515,0,730,0,6,0,470,2582,289339,249701,42,190,16501,0,208224,18799,0,0,0,555,0,0,0,555,0
MS,10/31/2021,0,29,49,983,588,77038,0,4,0,185,0,1638,0,110,0,72,0,676,0,42,0,509,2282,272769,190073,26,55,5209,0,125851,15100,0,0,0,0,0,0,0,0,0
MS,11/30/2021,0,14,41,1060,463,56550,0,0,62,154,0,3071,0,234,0,69,0,1273,0,95,0,179,904,83044,354530,58,122,9847,0,94818,18788,0,0,0,0,0,0,0,0,0
MS,12/31/2021,0,3587,3640,4554,4120,688071,0,663,3,52,0,1636,0,189,0,23,0,790,0,93,0,56,329,34082,198076,11,37,2392,0,83140,8991,14,183,21036,0,14,183,21036,0,0
MS,1/31/2022,0,0,71,353,207,26587,0,0,0,107,0,324,0,28,0,42,0,139,0,15,0,264,3137,340339,37921,8,82,9474,0,109132,6932,2,33,3498,0,2,33,3498,0,0
MS,2/28/2022,0,10,11,248,89,13584,0,0,0,52,0,1979,0,148,0,16,0,873,0,71,0,23,126,17578,227489,12,67,6622,0,247893,31819,5,37,3922,0,5,37,3922,0,0
MS,3/31/2022,0,31,24,306,179,28168,0,1,0,34,0,1358,0,210,0,14,0,653,0,111,0,27,88,7364,131364,8,28,1435,0,654265,260815,2,18,1908,0,2,18,1908,0,0
MS,4/30/2022,0,27,27,344,244,30558,0,4,0,18,0,280,0,20,0,8,0,113,0,11,0,75,826,94800,27514,6,10,424,0,290581,25188,3,37,7560,0,3,37,7560,0,0
MS,5/31/2022,0,0,3,92,71,8086,0,0,0,22,0,47,0,23,0,9,0,22,0,7,0,344,3584,402885,4675,11,24,919,0,234059,38378,0,0,0,0,0,0,0,0,0
MS,6/30/2022,0,6,117,3377,3239,194710,0,1,0,45,0,21,0,6,0,22,0,7,0,3,0,487,5617,596328,7353,21,43,4060,0,202844,14090,2,17,1802,0,2,17,1802,0,0
MS,7/31/2022,0,7,515,13951,13687,758548,0,1,0,32,0,43,0,12,0,13,0,19,0,8,0,245,1817,210352,26175,9,20,1474,0,167081,8269,8,81,8708,0,8,81,8708,0,0
MS,8/31/2022,0,1,7,99,94,4497,0,0,0,17,0,50,0,14,0,8,0,22,0,7,0,205,572,83692,4967,2,7,826,0,169853,6864,18,202,22193,0,18,202,22193,0,0
MS,9/30/2022,0,11,17,272,254,18563,0,3,0,7,0,24,0,7,0,2,0,24,0,3,0,40,125,14721,2779,14,61,5976,0,161637,7661,2,26,2756,0,2,26,2756,0,0
MS,10/31/2022,0,2,22,436,301,31858,0,1,0,17,0,13,0,2,0,11,0,6,0,2,0,11,79,10673,2401,1,1,54,0,247462,4135,0,0,0,0,0,0,0,0,0
MT,4/30/2020,10774,10628,7579,52943,38791,6983768,8287,8287,1330,0,0,0,0,0,0,0,0,0,0,0,0,31,385,79995,389485,31,385,79995,0,0,0,0,0,0,0,0,0,0,0,0
MT,5/31/2020,15108,14687,6852,182598,80211,14229119,5238,5238,11348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,6/30/2020,11682,10909,3556,188523,89555,15719208,2942,2942,123421,0,0,0,0,0,0,0,0,0,0,0,0,23,229,42103,661546,23,229,42103,0,0,0,0,0,0,0,0,0,0,0,0
MT,7/31/2020,10687,9554,1931,202345,75063,13162240,2543,2543,109314,0,0,0,0,0,0,0,0,0,0,0,0,170,1709,309538,686682,1,11,2024,0,0,0,0,0,0,0,0,0,0,0,0
MT,8/31/2020,8742,8375,686,200912,62510,10718123,2024,2024,199178,0,0,0,0,0,0,0,0,0,0,0,0,3208,42870,7722039,628633,7,145,35868,0,0,0,0,0,0,0,0,0,0,0,0
MT,9/30/2020,9163,9163,324,201805,41844,7807648,2205,2205,206268,0,0,0,0,0,0,0,0,0,0,0,0,862,13371,2538269,642356,3,69,19484,0,0,0,0,0,0,0,0,0,0,0,0
MT,10/31/2020,4921,4921,380,135064,52815,9836133,1328,1328,155162,0,0,0,0,0,0,0,0,0,0,0,0,1759,30239,5746057,427765,3,59,13256,0,0,0,0,0,0,0,0,0,0,0,0
MT,11/30/2020,5554,5554,1080,122832,60566,11749112,2099,2099,85306,0,0,0,0,0,0,0,0,0,0,0,0,244,3167,680940,422537,1,17,3128,0,0,0,0,0,0,0,0,0,0,0,0
MT,12/31/2020,4199,4199,1148,112820,56442,11096230,1028,1028,78007,0,0,0,0,0,0,0,0,0,0,0,0,231,2832,531057,316764,2,30,5520,0,0,0,0,0,0,0,0,0,0,0,0
MT,1/31/2021,3064,3063,266,106540,44974,8963920,714,714,60320,0,0,0,0,0,0,0,0,0,0,0,0,161,1902,370230,269185,0,0,0,0,0,0,1,39,7176,0,1,39,7176,0,0
MT,2/28/2021,4029,4029,246,69263,42393,8524061,422,422,30430,0,0,0,0,0,0,0,0,0,0,0,0,93,268,266543,224604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,3/31/2021,3136,3136,181,77684,47951,9612095,389,389,41111,1,0,0,0,0,0,0,0,0,0,0,0,735,6199,1243109,218203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,4/30/2021,1513,1513,136,56612,34460,6821554,248,248,29276,1,1,2,0,0,0,0,0,1,0,0,0,363,6846,1382365,134709,0,0,0,0,67692,0,0,0,0,0,0,0,0,0,0
MT,5/31/2021,943,943,90,54991,33486,6653095,159,159,21603,2,2,1,1,0,0,1,1,0,0,0,0,224,4217,833557,118434,0,0,0,0,370210,0,0,0,0,0,0,0,0,0,0
MT,6/30/2021,1052,1052,77,55686,36869,7429946,209,209,53489,2,0,3,1,0,0,1,0,1,0,0,0,1724,25342,4775557,122711,1,14,10376,0,277413,0,1,2,504,0,0,0,0,0,9800
MT,7/31/2021,569,569,54,13079,4324,969939,87,87,15730,8,1,8,1,0,0,4,1,4,1,0,0,134,1665,332059,39789,0,0,0,0,203035,0,0,0,0,0,0,0,0,0,14600
MT,8/31/2021,29,29,42,3169,2547,498355,3,3,10275,13,0,8,0,0,0,2,0,5,0,0,0,140,1912,371236,8697,0,0,0,0,233337,0,2,129,25912,0,0,0,0,0,3680
MT,9/30/2021,21,21,28,2065,1188,244595,7,7,2543,10,0,12,0,0,0,5,0,4,0,0,0,50,825,162433,7714,0,0,0,0,179401,0,0,0,0,0,0,0,0,0,0
MT,10/31/2021,10,10,14,290,541,110929,3,3,584,5,0,5,0,0,0,0,0,0,0,0,0,20,284,50802,1367,0,0,0,0,91503,0,0,0,0,0,0,0,0,0,0
MT,11/30/2021,8,8,19,155,532,114694,1,1,409,28,0,2,0,0,0,16,0,0,0,0,0,20,245,46873,647,0,0,0,0,69953,0,0,0,0,0,0,0,0,0,0
MT,12/31/2021,0,0,4,91,150,32707,0,0,82,5,0,13,0,0,0,2,0,6,0,0,0,2,52,8616,2494,0,0,0,0,25489,0,0,0,0,25,0,0,0,0,0
MT,1/31/2022,1,1,5,27,197,26460,0,0,194,13,3,13,0,0,0,0,0,3,0,0,0,41,208,42225,3373,0,0,0,0,17258,0,0,0,0,25,0,0,0,0,8280
MT,2/28/2022,3,3,2,107,27,2348,0,0,58,38,3,6,3,0,0,9,0,2,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,3/31/2022,0,0,5,0,135,27575,0,0,24,126,9,84,3,0,0,8,1,13,0,0,0,216,239,53320,14029,15,214,46660,0,21943,0,0,0,0,25,0,0,0,0,0
MT,4/30/2022,0,0,3,11,189,59682,0,0,23,58,4,70,5,3,0,16,0,6,1,1,0,2,20,3680,19503,0,0,0,0,38264,0,0,0,0,25,0,0,0,0,920
MT,5/31/2022,1,1,2,11,66,18694,0,0,2,15,3,55,5,1,0,11,0,24,0,0,0,202,202,37806,15393,18,181,36242,0,107685,0,0,0,0,7031,0,0,0,0,736
MT,6/30/2022,0,0,3,63,93,16979,0,0,7,8,3,21,3,0,0,4,0,10,0,0,0,325,331,71782,5942,24,319,70434,0,65274,0,0,0,0,0,0,0,0,0,0
MT,7/31/2022,0,0,0,67,12576,0,0,0,0,1,5,21,4,0,0,1,0,6,0,0,0,92,92,13754,6473,7,60,10889,0,18317,0,0,0,0,0,0,0,0,0,920
MT,8/31/2022,0,0,0,0,0,0,0,0,5,0,3,12,2,0,0,0,0,5,0,0,0,30,34,6918,3690,5,29,5998,0,67294,0,0,0,0,25,0,0,0,0,0
MT,9/30/2022,0,0,0,2,3,552,0,0,7,4,0,4,0,0,0,1,0,0,0,0,0,14,61,10417,717,6,56,9849,0,30670,0,0,0,0,25,0,0,0,0,0
MT,10/31/2022,0,0,0,0,23,4232,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,48,48,11681,0,8,45,11355,0,25113,0,0,0,0,25,0,0,0,0,0
NC,4/30/2020,42808,42808,32582,275893,192318,17508307,0,0,1063,14,0,9,0,5,0,0,0,0,0,0,0,29,30,0,2919400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,5/31/2020,111094,108526,95538,918593,823100,117986840,1,1,1063,110,0,7,0,2,0,0,0,0,0,0,0,2204,2909,11905,8167511,7,19,2508,0,0,0,0,0,0,0,0,0,0,0,0
NC,6/30/2020,54338,35060,35799,892576,745140,100953576,4,4,2952,1112,0,10,0,1,0,0,0,0,0,0,0,4193,8123,211102,5169906,293,1086,138807,0,0,0,0,0,0,0,0,0,0,0,0
NC,7/31/2020,49478,29268,27948,869153,784199,106861344,0,0,6124,2150,5,3,0,2,0,0,0,0,0,0,0,6714,13389,437389,4877213,436,1573,187270,0,0,0,0,0,0,0,0,0,0,0,0
NC,8/31/2020,41928,10569,11545,776732,723506,99643949,0,0,10427,2280,4,7,1,3,0,0,0,0,0,0,0,8641,19718,705231,4255969,548,1951,233003,0,0,0,0,0,0,0,0,0,0,0,0
NC,9/30/2020,32641,7464,8116,705511,784297,110243680,2,0,16769,2642,15,4,10,4,0,0,0,0,0,0,0,10827,26250,955725,3618999,600,2141,248508,0,0,0,0,0,0,0,0,0,0,0,0
NC,10/31/2020,15311,3103,3580,498646,512891,73230876,0,0,23700,1553,22,11,12,5,1,0,0,0,0,0,0,13146,33134,1386325,2208692,736,2738,315364,0,0,0,0,0,0,0,0,0,0,0,0
NC,11/30/2020,27973,10332,12192,589066,617958,94648102,10,0,43439,1633,222,3110,60,9,3,1,0,0,0,0,0,16440,39613,2042275,3823837,803,2947,346416,0,0,0,0,0,0,0,0,0,0,0,0
NC,12/31/2020,40176,21101,22941,515369,603642,100781348,0,0,130317,3137,388,39,31,28,1,0,0,0,0,0,0,26972,56591,3927356,3529591,955,3460,401719,0,0,0,0,0,0,0,0,0,0,0,0
NC,1/31/2021,29854,13374,12194,566520,586916,96167666,0,60,47340,4471,509,3906,257,1850,11,61,22,105,23,51,1,1369,8562,1078144,4148451,56,996,133152,4,308478,3636,6,116,17058,0,5,105,15606,0,0
NC,2/28/2021,17873,3796,3104,390991,602887,77783418,0,28,19400,2205,203,1928,281,838,15,19,13,41,17,23,1,3447,19333,2276710,2579712,119,2110,282326,1,610300,0,1,2,232,0,1,2,232,0,0
NC,3/31/2021,14232,1264,1310,392802,435123,66558851,1,27,22637,1694,142,1397,281,631,8,20,4,34,17,21,0,2391,18271,2561097,2317865,111,2002,275618,761,489645,22447,2,43,5676,0,2,43,5676,0,0
NC,4/30/2021,10308,828,888,341925,351680,53860601,0,20,22252,1104,97,1405,213,539,13,13,2,28,8,17,0,1945,18460,2637564,1973914,97,1663,245568,1,266791,7349,0,0,0,0,0,0,0,0,0
NC,5/31/2021,8805,614,632,396187,362073,55753378,0,18,54257,1472,107,1495,142,540,3,17,6,30,5,22,0,4054,59795,6982742,2128089,141,2159,305005,0,471909,17535,534,7650,1030561,0,534,7650,1030561,0,0
NC,6/30/2021,5958,459,561,269288,270776,41550636,0,16,275418,3747,79,1712,112,476,3,5,1,28,6,16,0,43259,1091639,34959120,1599995,221,3143,438991,1,346443,17598,42,602,84714,0,41,587,82734,0,0
NC,7/31/2021,6221,544,531,225703,216803,32643974,0,22,173733,4431,93,1625,111,598,11,7,2,48,8,21,2,12249,240993,21315656,1433892,157,2988,475521,0,353766,11925,110,1665,222450,0,109,1650,220470,0,0
NC,8/31/2021,7499,740,602,250648,235222,37014923,0,29,97042,5231,134,2359,106,927,3,5,1,74,5,32,0,5002,85584,12303190,1740148,175,2941,534983,0,504517,16683,23,277,38367,0,21,210,29523,0,0
NC,9/30/2021,846,1235,218,50307,65114,9897194,0,51,273987,2865,145,4238,70,1789,6,1,2,106,1,55,0,5055,74949,11328272,1159142,263,4552,782835,0,293053,34260,7,80,15127,1050,6,77,14278,1050,83750
NC,10/31/2021,12,1201,1500,3689,49173,7260444,0,53,96460,3081,174,5703,62,2857,1,0,0,88,1,54,0,14096,332293,49059210,1411449,294,5626,933946,0,139564,11436,4,104,13728,0,4,104,13728,0,0
NC,11/30/2021,59,873,721,4638,27020,4083403,0,20,8353,955,76,5213,97,2379,0,1,1,39,2,22,0,865,11928,1853786,1294968,144,2646,463654,0,270509,15633,8,120,16078,0,7,110,14758,0,0
NC,12/31/2021,22,873,685,2900,21536,3418600,0,9,8942,428,50,5707,97,2730,2,10,0,19,7,9,0,1161,21228,3078186,1410858,358,11005,1711391,0,294152,20971,180,3522,473544,0,177,3505,471294,0,1666
NC,1/31/2022,6,383,306,2808,17643,2610584,0,0,3628,409,36,4880,115,2165,1,3,0,14,3,10,0,1321,14681,2131319,1206876,156,2323,361175,0,162559,14677,86,2243,330045,0,82,2199,325023,0,0
NC,2/28/2022,1,165,227,1935,16750,2360141,0,0,3561,308,60,4813,135,2067,2,0,0,9,0,5,0,2802,30672,4579704,1187890,320,4865,670122,0,119808,24968,4,34,4365,0,3,28,3573,0,0
NC,3/31/2022,1,166,158,1733,13170,1820516,0,5,2035,316,35,2988,155,1527,11,2,0,6,3,4,1,1942,12519,1497409,631811,196,2807,380147,0,231005,37320,15,304,43449,1202,7,177,27802,1202,11003
NC,4/30/2022,4,107,78,1483,6178,846738,0,1,1152,201,36,1467,153,775,1,0,0,4,0,2,0,1613,9051,1123710,311534,113,1649,236767,0,200999,18117,10,174,28200,20881,6,131,17292,19429,120
NC,5/31/2022,4,114,77,1362,5168,727164,0,2,923,273,9,1152,233,346,18,3,0,3,5,0,2,902,5717,702775,245119,80,1106,151231,0,494744,27356,15,229,30390,11192,10,147,19482,11192,3402
NC,6/30/2022,0,76,72,1100,4481,672008,0,1,913,209,15,1076,211,227,26,1,0,3,2,2,0,756,4373,542548,228541,62,717,96370,0,190491,21091,4,122,20060,4523,4,122,20060,4259,6180
NC,7/31/2022,1,73,45,345,3100,409128,0,2,1372,173,17,665,227,162,20,0,0,2,1,2,0,571,5092,647250,140524,126,1656,228270,0,110078,10349,6,101,13702,5016,6,101,13702,5016,1274
NC,8/31/2022,9,55,35,749,2436,330000,0,0,698,250,14,480,270,165,21,1,0,2,1,1,0,628,6898,85879,102670,138,2188,332708,0,155263,21011,8,169,33167,9638,7,162,31270,7658,528
NC,9/30/2022,1,24,18,285,2103,269205,0,0,523,191,11,301,142,102,0,0,0,0,1,0,0,908,7408,981398,63945,172,2516,413179,0,129304,12343,7,327,36010,3552,6,326,35878,3552,5145
NC,10/31/2022,3,31,30,463,2056,284131,0,0,425,149,12,363,122,120,3,0,0,0,0,0,0,1176,7445,956978,82367,166,2112,314723,0,121825,14291,3,26,3513,3036,2,16,2193,1848,10175
NC,11/30/2022,0,36,40,217,4333,472777,0,0,182,129,16,323,97,121,2,0,0,1,1,0,0,226,2855,462705,72690,121,1884,326245,0,156418,30242,3,34,4530,0,3,34,4530,0,7123
ND,4/30/2020,5541,5541,2583,6024,5994,1354988,5541,5541,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1140,94151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,5/31/2020,3193,3218,4403,37861,39802,9140831,3132,3155,0,49,0,1,0,1,0,49,0,1,0,1,0,240,642,142902,102188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,6/30/2020,3344,3355,1727,35021,34911,8564227,3171,3181,386,222,2,38,1,19,0,203,2,38,1,19,0,292,1469,337910,113770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,7/31/2020,1514,1517,691,25859,24823,6064634,1399,1401,1111,369,7,41,7,12,0,323,6,37,6,12,0,166,878,199119,72197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,8/31/2020,5290,5294,416,24681,17399,4308686,5289,5293,7282,966,3,292,1,290,0,934,2,283,1,282,0,704,1411,338675,169914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,9/30/2020,4141,4166,346,24423,16437,5254358,4141,4166,7986,458,0,177,1,150,0,447,0,173,1,147,0,117,714,179089,132364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,10/31/2020,3323,3326,403,23829,15762,4579670,3323,3326,8067,846,5,281,3,218,0,830,5,265,3,212,0,374,5102,1183330,137572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,11/30/2020,3576,3582,494,29000,15944,5253356,3575,3581,13056,825,4,279,6,232,0,812,4,267,6,227,0,158,2558,588216,149538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,12/31/2020,2856,2992,854,21088,16248,5598716,2818,2938,4840,354,8,473,7,398,0,345,8,467,7,394,0,77,1125,247643,168170,0,0,0,667,3566,0,0,0,0,0,0,0,0,0,0
ND,1/31/2021,1225,1226,787,4596,5186,1560425,1225,1226,0,401,2,756,2,394,0,394,2,739,2,386,0,8,98,40460,159928,0,0,0,42,8516,0,0,0,0,0,0,0,0,0,0
ND,2/28/2021,1465,1456,1658,17938,15084,4061343,1465,1456,2854,452,9,982,6,633,0,435,9,947,6,609,0,16,244,69245,228373,0,0,0,13,27856,0,0,0,0,0,0,0,0,0,0
ND,3/31/2021,968,961,744,17046,17322,4651417,968,961,0,448,17,859,14,564,0,437,16,829,14,552,0,8,65,2395,197230,0,0,0,650,21653,0,0,0,0,0,0,0,0,0,0
ND,4/30/2021,543,669,428,13072,14969,4146988,543,669,0,379,16,1026,36,480,0,375,15,984,36,452,0,117,826,153629,211886,3,12,2736,0,20043,0,0,0,0,0,0,0,0,0,0
ND,5/31/2021,376,573,220,12063,12355,3378463,376,573,0,147,2,394,56,199,0,135,0,387,56,197,0,203,1672,380984,97441,2,5,1140,1,42314,0,0,0,0,0,0,0,0,0,0
ND,6/30/2021,315,328,97,10832,9629,2588771,314,327,1203,256,21,231,23,112,0,252,21,218,21,112,0,781,12099,2809380,65705,1,4,3090,1,50090,0,0,0,0,0,0,0,0,0,0
ND,7/31/2021,5,6,55,777,1681,499222,3,4,0,368,59,163,19,58,1,351,58,162,18,57,1,542,9135,2201604,29918,0,0,0,2,35809,1265,0,0,0,0,0,0,0,0,0
ND,8/31/2021,2,2,88,487,2226,602256,1,1,0,105,26,202,57,50,0,105,22,188,53,45,0,244,4018,775647,36005,1,1,260,1,138958,0,0,0,0,0,0,0,0,0,0
ND,9/30/2021,5,6,33,428,1135,319734,5,6,0,63,33,111,31,26,0,61,30,110,28,25,0,225,4109,1005172,20214,2,35,7361,0,20393,0,0,0,0,0,0,0,0,0,0
ND,10/31/2021,5,5,17,183,796,187046,5,5,0,3,31,131,29,24,1,3,29,129,28,24,1,0,0,0,22320,0,0,0,0,208585,19,0,0,0,0,0,0,0,0,0
ND,11/30/2021,3,3,37,316,580,164923,3,3,5,20,36,184,38,21,0,19,36,182,37,21,0,0,0,0,31394,0,0,0,0,53929,0,0,0,0,0,0,0,0,0,0
ND,12/31/2021,2,2,44,182,457,139271,2,2,0,28,22,92,18,0,0,28,21,86,17,0,0,69,136,36450,15705,0,0,0,0,15130,0,0,0,0,0,0,0,0,0,0
ND,1/31/2022,0,0,5,32,192,44291,0,0,0,10,12,42,13,5,0,10,12,42,13,5,0,76,613,165146,7032,1,5,1140,0,39581,0,0,0,0,0,0,0,0,0,0
ND,2/28/2022,0,0,5,27,131,24214,0,0,0,26,4,14,7,0,0,25,4,14,7,0,0,228,831,214920,2350,2,12,2736,0,83373,121,0,0,0,0,0,0,0,0,0
ND,3/31/2022,2,2,5,38,71,35597,2,2,0,23,15,30,14,4,0,23,15,29,14,4,0,265,564,141440,4778,8,61,33238,0,127375,10064,0,0,0,0,0,0,0,0,0
ND,4/30/2022,0,0,0,0,31,13725,0,0,0,16,13,18,13,1,0,16,13,18,13,1,0,108,719,191385,2818,1,4,716,0,98206,2183,0,0,0,0,0,0,0,0,0
ND,5/31/2022,0,0,0,0,0,0,0,0,0,16,5,17,5,1,0,16,5,17,5,1,0,123,751,173089,2642,0,0,0,0,36563,57,0,0,0,0,0,0,0,0,0
ND,6/30/2022,0,0,0,0,31,2866,0,0,0,10,4,18,7,3,0,10,4,18,7,3,0,264,841,181573,2818,24,185,45070,0,38201,4,0,0,0,0,0,0,0,0,38860
ND,7/31/2022,0,0,1,0,18,4104,0,0,0,9,0,5,14,1,0,9,0,5,14,1,0,0,0,0,851,3,22,5277,0,20754,81,774,11788,2711487,0,253,2649,579657,0,0
ND,8/31/2022,0,0,1,0,1,228,0,0,0,3,0,10,1,2,0,2,0,10,1,2,0,0,0,0,1609,4,29,6336,0,30028,0,1,22,5016,0,1,22,5016,0,0
ND,9/30/2022,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,4,2,3,1,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,10/31/2022,0,0,1,54,10,1190,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,4/30/2020,20962,18124,11076,46652,40043,6922803,2204,1223,0,107,0,0,0,0,0,15,0,0,0,0,0,5,12,7429,876310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,5/31/2020,6049,5215,4326,85542,67512,12288235,2036,1755,2328,267,0,3,0,0,0,38,0,0,0,0,0,178,517,94061,381969,0,0,0,0,25723,0,0,0,0,0,0,0,0,0,0
